text,label
Argentina's build-up play relied heavily on Enzo Fernandez dropping between the center-backs to create a 3-2-5 shape in possession. This pulled the opposing midfield out of position and gave De Paul space to drive forward.,tactical_analysis
"The reason France struggled in the first half was their high line. When Messi dropped deep, Upamecano followed him, which left massive gaps behind for Di Maria to exploit on the counter.",tactical_analysis
"Spain's use of inverted fullbacks is the biggest tactical innovation of recent tournaments. Cucurella tucks inside to form a double pivot while Yamal stays wide, creating a 3-2-5 that overloads the right side.",tactical_analysis
"Germany's pressing structure collapsed after the 60th minute. You could see Gundogan and Kroos no longer covering the half-spaces, which let Japan's wingbacks receive the ball unmarked on transitions.",tactical_analysis
"Watching the replays, Morocco's defensive shape was a very compact 4-4-2 low block. The distance between their defensive and midfield lines was never more than 25 meters, which is why Spain couldn't play through them.",tactical_analysis
"The key to England's improvement under Southgate was switching from a back 4 to a back 3. It gave Walker the freedom to push high while Stones stepped into midfield, essentially making it a 3-2-4-1 in possession.",tactical_analysis
"Looking at the xG map, Brazil created most of their chances from left-side overloads. Vinicius and Neymar kept combining in the left half-space, but the finishing let them down with 2.3 xG from that zone alone.",tactical_analysis
"Rodri's positioning is the most underrated aspect of Spain's system. He sits right between the opposition's lines, always finding the pocket of space that connects defense to attack. His pass completion in the final third is over 90%.",tactical_analysis
"Croatia's midfield diamond of Modric-Brozovic-Kovacic created numerical superiority in central areas. They forced Japan to play wide, but Japan's wingbacks weren't equipped to handle 1v1 situations in the final third.",tactical_analysis
"The tactical difference between the two halves was clear. In the first half, the Netherlands sat in a 5-3-2 and invited pressure. After halftime, they pushed to a 3-4-3 and immediately won the territorial battle.",tactical_analysis
"Mbappe's heat map shows he spent 70% of the match on the left touchline in the first half, then moved centrally in the second. That positional shift coincided with France's comeback - he was getting the ball in much more dangerous areas.",tactical_analysis
"What made Saudi Arabia's goal against Argentina so effective was the offside trap. They held an incredibly high line at the halfway line and caught Argentina offside 7 times before halftime. It was a deliberate tactical choice, not luck.",tactical_analysis
"Gavi operates as a false midfielder - he nominally starts in central midfield but constantly drifts wide right, creating a 2v1 with the right winger against the opposition fullback. It pulls the opposing midfielder out of shape.",tactical_analysis
Portugal's 4-3-3 only works because Bruno Fernandes has the freedom to roam into the left half-space. This creates space for Bernardo Silva to underlap on the right side. Without Bruno's movement the entire right side is isolated.,tactical_analysis
"Japan's counterattacking strategy against Germany was textbook. They sat deep in a 5-4-1, waited for Germany to commit fullbacks forward, then hit the spaces behind with pace. Both goals came from exactly this pattern.",tactical_analysis
The data shows that teams pressing high against Morocco recovered the ball in the final third only 3 times per game on average. Their press resistance through short passes in the build-up phase was elite level.,tactical_analysis
"Looking at Bellingham's movement patterns, he makes 8-10 runs into the box per game from midfield. The issue is England's fullbacks aren't overlapping enough to create the width that would give him more space centrally.",tactical_analysis
"Italy's defensive issues stem from their lack of a proper defensive midfielder. When Jorginho was dropped, no one was screening the backline. Their center-backs were constantly exposed to direct runs from opposition midfielders.",tactical_analysis
The 2-3-5 formation in possession that Guardiola pioneered is now being used by half the tournament teams. The key difference is how they structure the defensive transition - most teams can't press effectively from that shape.,tactical_analysis
"South Korea's fullbacks pushed extremely high against Brazil, leaving a back 2. This was suicidal against Vinicius and Raphinha's pace. You could see Kim Min-jae constantly trying to cover both the center and the wide channels.",tactical_analysis
"The reason Liverpool's system translates so well to the national team for England is the pressing triggers. When the goalkeeper receives the ball, the front three immediately activates - same concept Klopp uses with the 4-3-3.",tactical_analysis
"Argentina's set piece routines were clearly rehearsed. On every corner, they used a short option with two players near the flag, drawing out one defender, then whipping it to the back post where Romero was unmarked three times.",tactical_analysis
"What separates elite teams in this tournament is their ability to progress the ball through the thirds. Spain completed 87% of passes in the middle third, compared to the tournament average of 74%. That's the gap.",tactical_analysis
"Deschamps set France up to be defensively solid first and counterattack second. The 4-3-3 on paper becomes a 4-5-1 without the ball, with Griezmann dropping next to the midfield duo to form a compact block.",tactical_analysis
The offside line data from the World Cup shows that the top 4 teams all held their defensive line within 2 meters of each other across all 4 defenders. That synchronization is what makes the offside trap effective at this level.,tactical_analysis
Uruguay's mid-block was extremely effective at funneling attacks wide. They conceded only 2 goals from central zones in the group stage because Valverde and Bentancur closed the half-spaces brilliantly when defending.,tactical_analysis
"What makes Pedri special is his ability to receive the ball on the half-turn in tight spaces. He checks his shoulder 3-4 times before receiving, which means he already knows where to play it. This accelerates Spain's ball circulation.",tactical_analysis
The reason the 3-5-2 is becoming popular again is because it provides natural width through wingbacks while maintaining numerical superiority in midfield. The tradeoff is you're exposed if the opposition uses inverted wingers.,tactical_analysis
"Australia's game plan against Argentina was to press the ball-side channel and force play to the opposite wing. The problem was their pressing wasn't coordinated - the far side midfielder didn't shift across, leaving Messi in acres of space.",tactical_analysis
France's second-half tactical adjustment was switching Mbappe to a central striker role. This meant the opposition center-backs couldn't pass him off to a fullback. He received the ball between the lines rather than in wide areas.,tactical_analysis
The xG difference between chances created from open play vs set pieces tells the whole story. Teams that invested in set piece coaching created 40% more expected goals from dead balls than the tournament average.,tactical_analysis
"Watching the defensive line height data, Morocco's average defensive line sat at 38 meters from their own goal. That's 5 meters deeper than Spain's, but the compactness between lines was actually tighter.",tactical_analysis
The reason Brazil couldn't break down Croatia's defense is that they kept trying to play through the center. Croatia's midfield triangle of Modric-Brozovic-Kovacic was perfectly positioned to cut passing lanes between the lines.,tactical_analysis
"Saka's effectiveness against left-backs comes from his ability to drive inside. When the fullback shows him inside, he cuts onto his left foot - when they show him the line, he beats them for pace. That duality is what makes him unmarkable.",tactical_analysis
One thing I noticed is how Tunisia set up against France's reserves. They mirrored the formation to create 1v1 matchups across the pitch rather than trying to create numerical advantages. Bold choice that paid off.,tactical_analysis
The transition speed data from this tournament is fascinating. The top 8 teams averaged 3.2 seconds from winning the ball to creating a shot opportunity. The bottom 8 averaged 5.7 seconds. That gap is enormous.,tactical_analysis
"Martinez's use of De Bruyne as a false 9 against Morocco was a tactical mistake. KDB needs space to run into, not space behind him. He was constantly receiving with his back to goal which negates his best quality - progressive carries.",tactical_analysis
"Looking at passing networks, Argentina's most frequent passing connection was Martinez to Molina on the right side. This suggests they deliberately targeted the opponent's left side where they identified a defensive weakness.",tactical_analysis
"The width difference between successful and unsuccessful crosses explains England's struggles. When crosses came from within 5 meters of the touchline, conversion was 2%. When they came from the half-space, it jumped to 8%.",tactical_analysis
"Netherlands switching to a 3-4-1-2 against Argentina was designed to match their midfield 3 and add an extra body against Messi in the half-spaces. Gakpo dropped to mark him specifically, which freed up space for Alvarez.",tactical_analysis
The evolution of goalkeeper distribution in this World Cup is remarkable. Goalkeepers now average 37 passes per game compared to 22 in 2014. Teams playing out from the back succeed in breaking the first press 64% of the time.,tactical_analysis
"Mexico's issue isn't talent, it's structural. They play a 4-3-3 but their midfield spacing is too narrow. All three midfielders occupy the same vertical channel, which makes it easy for opponents to press them with just two players.",tactical_analysis
The high press only works if you can sustain it. Data shows that pressing intensity drops by 23% after the 70th minute for most teams. The teams that won knockout games had only a 12% drop - fitness and squad depth matter.,tactical_analysis
"Hakimi as an inverted wingback is genius from Regragui. He receives the ball in right midfield rather than on the touchline, which allows Ziyech to stay wide and creates a numerical overload in the central channel.",tactical_analysis
"Colombia's 4-2-3-1 relies heavily on James Rodriguez sitting in the number 10 pocket. When opponents man-mark him, the entire creative output drops by 40% based on the chance creation data. They need a plan B.",tactical_analysis
"What made that goal possible was the third-man combination. Player A passes to Player B who lays it off to Player C making a blindside run. The defense was watching the ball, not the runner. Classic positional play concept.",tactical_analysis
The way Switzerland structured their press against Portugal was to let Ronaldo receive the ball but immediately close down the passing options around him. They isolated him rather than pressing the ball directly.,tactical_analysis
"If you watch the defensive actions map, you'll see that most of the duels won by successful teams happen in the middle third, not the final third. Winning the ball in the middle third leads to faster, more direct attacks.",tactical_analysis
"England's problem at set pieces isn't the delivery - it's the movement. They run flat, predictable patterns. Compare that to Argentina's set pieces where there are 3-4 decoy runs creating confusion before the real target attacks the ball.",tactical_analysis
"The false 9 worked for Spain because it dragged center-backs forward, creating space behind for Olmo and Yamal to exploit. Without that movement, the opposition's defensive line would sit 10 meters deeper and close the gaps.",tactical_analysis
"Looking at the PPDA (passes per defensive action) stats, the top pressing teams allowed only 8-10 passes before winning the ball back. Teams with a PPDA above 14 conceded significantly more shots from open play.",tactical_analysis
"The reason Morocco's run was so impressive tactically is that they adapted their system for every opponent. Low block against Spain, mid-block press against Portugal, high press against Belgium. Most teams don't have that versatility.",tactical_analysis
"You can clearly see on the positioning data that when De Bruyne gets the ball in the right half-space, Belgium's entire left side shifts forward by 5+ meters. His ball carries trigger coordinated movement from the whole team.",tactical_analysis
"What makes the Messi-Alvarez partnership work is their complementary movement. When Messi drops to receive, Alvarez makes a run in behind. When Messi stays high, Alvarez drops short. They never occupy the same zone.",tactical_analysis
"The average distance covered by fullbacks in this tournament is 11.2km per game, up from 10.4km in 2018. This reflects the increased tactical demand on fullbacks to both defend deep and create width in attack.",tactical_analysis
Son Heung-min's role for South Korea is essentially a free roaming forward. He starts on the left but his heat map shows equal distribution across all three forward positions. This unpredictability is their main creative threat.,tactical_analysis
Iran's defensive structure against England was a classic low block 5-4-1 with the wingbacks dropping into a back 5. The issue was they didn't have the press triggers set up for when they won the ball - they just lumped it forward.,tactical_analysis
The pressing intensity map shows that Argentina pressed highest in the central channel but deliberately left the wide areas open. This funneled opponents into predictable passing patterns that they could intercept.,tactical_analysis
"Senegal's transition game was built on Mane's ability to hold the ball under pressure. He won 73% of his duels in the middle third, which allowed teammates time to push forward and create numerical advantages.",tactical_analysis
The zonal marking vs man-marking debate at corners was settled by this tournament's data. Teams using zonal marking conceded 0.3 fewer goals per game from corners than those using man-marking systems.,tactical_analysis
Cameroon's upset against Brazil came from recognizing that the Brazilian reserves didn't have the same positional discipline in the build-up. They pressed the center-backs much higher than they would against the first choice team.,tactical_analysis
What the passing data reveals is that teams that played more than 60% of their passes forward in the final third scored significantly more goals. Lateral passing in advanced areas correlated with fewer chances created.,tactical_analysis
The way Japan executed their substitution strategy was masterful. Fresh legs on the wings at the 60-minute mark against tired fullbacks created the speed differentials that led to both goals against Germany.,tactical_analysis
"Looking at the defensive shape when out of possession, Belgium's back four was too flat. No one was stepping out to challenge the ball carrier, which allowed opponents to carry the ball 15+ meters without any pressure.",tactical_analysis
The half-space utilization rate is the best predictor of success in this tournament. Teams that completed more than 35% of their final-third entries through the half-spaces had a 72% win rate.,tactical_analysis
"Scaloni's genius is his flexibility. Argentina used four different formations across seven games, but the principles stayed the same: control through midfield, width through fullbacks, creativity through Messi in the half-space.",tactical_analysis
What's interesting about the World Cup final is that both teams effectively neutralized each other's strengths for 80 minutes. Argentina pressed France's build-up while France's mid-block denied Messi space between the lines.,tactical_analysis
"The statistics show that crossing accuracy in this tournament was only 26%, yet teams that crossed more than 20 times per game won less frequently. The data suggests working the ball into the box is far more efficient.",tactical_analysis
"Ecuador's 4-4-2 diamond was effective in the group stage because they committed 5 players forward while maintaining defensive coverage with 4 behind the ball. The weakness was the wide areas, which Senegal exploited.",tactical_analysis
The GPS tracking data reveals that high-intensity sprints in the last 15 minutes of games are 30% more decisive. Teams with superior fitness profiles scored 45% of their goals in the final quarter of matches.,tactical_analysis
Mbappe is clear of Haaland and it's not even close. People comparing them are delusional.,hot_take
The World Cup should never be held in winter again. FIFA ruined the football calendar for money and everyone just accepted it.,hot_take
Messi winning the World Cup doesn't change the GOAT debate. Ronaldo is still better over their careers.,hot_take
England will never win a major tournament with Southgate. He's a PE teacher cosplaying as a manager.,hot_take
VAR has completely ruined football. The sport was better when refs made mistakes and we argued about them at the pub.,hot_take
The Premier League is the most overrated league in the world. English teams consistently disappoint in Europe relative to their spending.,hot_take
Ronaldo going to Saudi Arabia proves he cares more about money than legacy. Any real competitor would have gone to a top league.,hot_take
The 2022 World Cup was rigged for Argentina. The referee in the final was clearly biased - look at the penalty decisions.,hot_take
Peak Neymar was better than both Messi and Ronaldo for a 2-year stretch. He just never maintained it because of injuries.,hot_take
Liverpool are finished as a top club without Klopp. They'll become the next Arsenal - living off past glories for a decade.,hot_take
International football is dead. Club football is so much better that nobody should care about friendlies or even qualifiers.,hot_take
"The Ballon d'Or is a popularity contest, not an actual measure of who the best player in the world is.",hot_take
American soccer fans are the most annoying people on the internet. Stop calling it soccer and stop with the weird stats nobody cares about.,hot_take
PSG will never win the Champions League. You can't buy success in Europe no matter how much Qatar invests.,hot_take
"Guardiola is the most overrated manager in history. Anyone could win with the squads he's had at Barca, Bayern, and City.",hot_take
The Nations League is completely pointless. It's just friendlies with extra steps and nobody remembers who won.,hot_take
"If Mbappe stays at PSG his entire career, he'll be remembered as a bottler who took the easy path.",hot_take
"Football peaked in the 2000s. The modern game is too sanitized, too corporate, and too focused on data over entertainment.",hot_take
Harry Kane is the biggest bottler in football history. Zero trophies with all that talent is genuinely embarrassing.,hot_take
"The Champions League format change is terrible. More games means more fatigue, more injuries, and worse quality football.",hot_take
Brazilian football has been declining since 2002 and it's never coming back. The samba style is dead.,hot_take
Haaland is just a Norwegian Lukaku. He goes missing in big games and people will realize it eventually.,hot_take
The MLS will be a top 5 league within 10 years. People laughing now will eat their words.,hot_take
Arsenal fans are the most delusional fanbase in world football. They celebrate finishing 2nd like it's a trophy.,hot_take
Mourinho was right about everything. Every player he criticized ended up proving him right within 2 years.,hot_take
The World Cup should go back to 32 teams. 48 teams will water down the competition and make group stages meaningless.,hot_take
Saudi Arabia buying all these players is the worst thing to happen to football since the Super League proposal.,hot_take
Messi at Inter Miami is the biggest waste of the last years of a legend's career. He should have stayed in Europe.,hot_take
Newcastle are just another sportswashing project. People who support them now are no better than those who supported City in 2009.,hot_take
"La Liga is a retirement league now. Apart from Real Madrid and Barcelona, every other team would struggle in the Championship.",hot_take
Son Heung-min is the most underrated player of this generation. If he played for a bigger club he'd have won everything.,hot_take
The offside rule needs to be completely overhauled. Toenail offsides are killing the game and making it unwatchable.,hot_take
Arteta is just Guardiola without the trophies. Same football philosophy but without the ability to get it done when it matters.,hot_take
International football peaked with the 2010 World Cup. Every tournament since has been boring defensively-minded garbage.,hot_take
"If you think the World Cup is bigger than the Champions League, you don't actually watch football regularly.",hot_take
Neymar's career has been a complete waste of talent. He could have been the undisputed best but chose Fortnite over football.,hot_take
German football is finished at the international level. They haven't produced a world class striker in 15 years.,hot_take
The people who say Vinicius doesn't deserve the Ballon d'Or are just haters. He's clearly the best player in the world right now.,hot_take
Serie A is back to being the best league in the world and everyone is sleeping on it.,hot_take
Penalty shootouts are a terrible way to decide knockout games. Just play until someone scores in extra time.,hot_take
Lewandowski was robbed of the 2020 Ballon d'Or and that permanently damaged the award's credibility.,hot_take
Every team that parks the bus should be deducted points. It's anti-football and ruins the sport as entertainment.,hot_take
This generation of English players is the most overhyped in history. They'll win nothing and people will pretend they were unlucky.,hot_take
Football without relegation isn't real football. That's why the MLS will never be taken seriously globally.,hot_take
Salah staying at Liverpool this long shows loyalty that modern football doesn't deserve. He's the last of a dying breed.,hot_take
"Man City's titles should all have asterisks next to them. Financial doping is cheating, full stop.",hot_take
The 2026 World Cup with 48 teams across 3 countries is going to be an absolute logistical disaster.,hot_take
"If Mbappe doesn't win a Champions League by 30, his career will be considered a failure regardless of what he wins domestically.",hot_take
Youth development is dead. Clubs would rather spend 100 million on a finished product than develop their own talent for 5 years.,hot_take
"The Qatar World Cup proved that money can buy literally anything, including FIFA's soul.",hot_take
Tiki-taka is dead and any team still trying to play it is living in 2010. Direct football wins tournaments now.,hot_take
Kylian Mbappe will be remembered as a flat-track bully who never showed up in Champions League finals.,hot_take
Any manager who plays 5 at the back in a World Cup should be sacked immediately. It's cowardice.,hot_take
The Premier League TV deal has destroyed competitive balance in English football forever.,hot_take
Modric is more talented than Xavi ever was. He just didn't have the same team around him for most of his career.,hot_take
Women's football will surpass men's in viewership within 20 years. The growth trajectory is undeniable.,hot_take
Real Madrid's ability to win Champions Leagues is pure plot armor at this point. They're not even the best team when they win it.,hot_take
Fans who support clubs they have no geographic connection to aren't real fans. Plastic is plastic.,hot_take
The Europa League is a trophy that's not worth winning. Clubs should tank it to focus on domestic competitions.,hot_take
Pep's football is beautiful but ultimately boring. Possession for possession's sake isn't entertainment.,hot_take
Relegation playoffs would be the best addition to the Premier League. Protect the bottom teams' investment while adding drama.,hot_take
Every big club should be forced to have a salary cap. Financial fair play is a joke that only punishes smaller teams.,hot_take
World Cup every 2 years would actually be better for football. More big tournaments means more excitement.,hot_take
African teams will dominate football within the next 20 years. The talent pool is unmatched.,hot_take
The Bundesliga is a farmers league. Bayern winning 11 titles in a row proves there's no real competition.,hot_take
VAR refs should have to explain their decisions on a microphone like in rugby. The lack of transparency is embarrassing.,hot_take
Zidane is the most overrated player in football history. One World Cup final performance defines his entire legacy.,hot_take
Chelsea's spending proves that throwing money at problems doesn't work. They've spent a billion and gotten worse.,hot_take
"The Community Shield, Super Cup, and Club World Cup shouldn't count as real trophies in anyone's cabinet.",hot_take
Football analytics has ruined the sport. Everything is about expected goals and no one just watches the game anymore.,hot_take
WHAT A GOAL!!! Messi is actually not human. I'm in tears right now.,match_reaction
We're so back. That second half was absolutely incredible.,match_reaction
I can't believe we just lost that. I'm genuinely devastated. Turning off my phone for the night.,match_reaction
GOOOOOOOOOL!! GET IN!! WHAT IS HAPPENING!!,match_reaction
Pain. Nothing but pain. Supporting this team is a mental health hazard.,match_reaction
That goal was pure filth. Disgusting. I need to take a shower after watching that.,match_reaction
I'm literally shaking right now. What a finish to the game.,match_reaction
LMAOOO they actually bottled it. You can't make this up.,match_reaction
Crying in the club right now. What a moment for our country.,match_reaction
Inject this straight into my veins. Greatest night of my life as a fan.,match_reaction
Delete club. Sell everyone. Sack the manager. I'm done.,match_reaction
HOW HAS HE MISSED THAT?? It was easier to score!! Unbelievable.,match_reaction
That save was absolutely ridiculous. MOTM performance without question.,match_reaction
This is the worst refereeing performance I have ever witnessed in my entire life.,match_reaction
SCENES!!! Absolute pandemonium in the stadium right now!!,match_reaction
I haven't felt this happy watching football in years. Genuinely tearing up.,match_reaction
What a time to be alive. Football is the greatest sport on earth.,match_reaction
RIP my neighbors. I just screamed so loud the walls shook.,match_reaction
I'm going to be replaying that goal in my head for the next month straight.,match_reaction
This has to be the greatest World Cup final of all time. No debate.,match_reaction
Absolutely gutted. We deserved better than that today.,match_reaction
That penalty call is a DISGRACE. I'm fuming right now.,match_reaction
This team is going to give me a heart attack one day. My hands are shaking.,match_reaction
GET INNNNNN! CHAMPIONS OF THE WORLD!! I LOVE THIS TEAM!!,match_reaction
Embarrassing. Absolutely embarrassing performance. I want my 90 minutes back.,match_reaction
Someone hold me. I cannot process what I just watched.,match_reaction
The composure on that finish!! Ice in his veins!! COLD BLOODED!,match_reaction
Not like this. Not like this. We were so close.,match_reaction
Just woke up the entire house with that celebration. Worth it.,match_reaction
I've never seen a more dramatic game in my 30 years of watching football. Speechless.,match_reaction
STOP THE COUNT! We're winning and I want it to stay that way forever!,match_reaction
That red card just ruined the entire game. What was the ref thinking??,match_reaction
Goosebumps. Actual goosebumps. The atmosphere in that stadium must be unreal.,match_reaction
"I genuinely cannot believe what I just witnessed. Football, bloody hell.",match_reaction
WE ACTUALLY DID IT! After all these years! I'm going outside to scream!,match_reaction
The way the entire stadium went silent after that goal... chills.,match_reaction
My heart rate has not gone below 140 for the last 20 minutes. This sport is unhealthy.,match_reaction
I just hugged a complete stranger at the pub. This is what football is about.,match_reaction
That miss is going to haunt him for the rest of his career. Feel awful for the lad.,match_reaction
Can we just appreciate what we witnessed tonight?? That was SPECIAL.,match_reaction
"LADS IT'S COMING HOME!! I DON'T CARE IF IT'S NOT, LET ME DREAM!!",match_reaction
I need a cigarette and I don't even smoke. What was that game.,match_reaction
Tears streaming down my face. Football means everything.,match_reaction
They just completely collapsed in the last 10 minutes. Unacceptable.,match_reaction
That through ball was poetry. Absolute poetry. Chef's kiss.,match_reaction
I am going to be insufferable about this result for the next 6 months minimum.,match_reaction
"Late winner in stoppage time!! This sport is scripted, I'm convinced!",match_reaction
Just threw my remote at the TV. That offside call is criminal.,match_reaction
I can't stop smiling. Best birthday present ever. What a win.,match_reaction
The ref has COMPLETELY lost control of this game. It's a circus out there.,match_reaction
We haven't beaten them in 20 years and NOW we do it?? In a WORLD CUP?!,match_reaction
I aged 10 years watching that penalty shootout. My hair is visibly grayer.,match_reaction
FULL TIME WHISTLE!! GET IN!! ABSOLUTE SCENES!! WE'RE THROUGH!!,match_reaction
That own goal is the funniest thing I've seen all tournament. Sorry but it is.,match_reaction
Watching the celebrations makes me emotional. This is why we love this game.,match_reaction
"He's just nutmegged the keeper from 30 yards. Pack it up, goal of the tournament.",match_reaction
I had to step away from the screen at 85 minutes. Came back to chaos.,match_reaction
"The curse is finally broken!! 36 years of hurt, ENDED!",match_reaction
That VAR decision just killed all the momentum. The stadium went from roaring to silence in seconds.,match_reaction
"Brace yourself lads, we're winning the whole thing. I can feel it in my bones!",match_reaction
My dad is crying. I've never seen him cry before. Football does things to people.,match_reaction
BICYCLE KICK IN A WORLD CUP FINAL?? ARE YOU KIDDING ME?!,match_reaction
I need therapy after that second half. No sport should be allowed to do this to a person.,match_reaction
That counter attack was so fast I got whiplash watching it on TV. Clinical.,match_reaction
"How is it possible to feel this much stress over 22 people kicking a ball? Yet here I am, sweating.",match_reaction
PENALTY!! FINALLY!! Justice is served!,match_reaction
"This game has EVERYTHING. Goals, red cards, drama, VAR controversy. Best advert for the sport.",match_reaction
Honestly feel sick right now. We had it and threw it away in 10 minutes.,match_reaction
"Standing ovation for that performance. Even as a neutral, that was a privilege to watch.",match_reaction
The way the fans are singing even after the loss shows what real support looks like.,match_reaction
EXTRA TIME!! My heart cannot handle another 30 minutes of this!!,match_reaction
